"","pupilid","schoolid","district","bungoma","division","zone","tracking","sbm","girl","agetest","etpteacher","lowstream","stream_meanpercentile","SDstream_std_mark","MEANstream_std_mark","bottomhalf","tophalf","bottomquarter","secondquarter","thirdquarter","topquarter","std_mark","percentile","realpercentile","quantile5p","attrition","wordscore","sentscore","letterscore","spellscore","sentscore24","letterscore24","spellscore24","litscore","additions_score","substractions_score","multiplications_score","mathscoreraw","totalscore","rMEANstream_std_baselinemark","rSDstream_std_baselinemark","rMEANstream_std_total","rSDstream_std_total","rMEANstream_std_math","rSDstream_std_math","rMEANstream_std_lit","rSDstream_std_lit","r2_attrition","r2_age","r2_wordscore","r2_sentscore","r2_letterscore","r2_spellscore","r2_sentscore24","r2_letterscore24","r2_spellscore24","r2_litscore","r2_mathscoreraw","r2_additions_score","r2_substractions_score","r2_multiplications_score","r2_totalscore"
"2037",7191020,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,8,0,0,48.0625,0.948832392692566,-0.0356288067996502,1,0,1,0,0,0,-2.20747566223145,1.2499988079071,2,1,0,16,7,55,7,4.19999980926514,18.8571434020996,16.7999992370605,13.9642858505249,3,6,2,11,24.9642868041992,0.0217996910214424,0.869617521762848,0.528479874134064,1.14541697502136,0.509860396385193,0.80559903383255,0.380936294794083,1.36340737342834,0,9,22,40,70,8,24,24,19.2000007629395,22.2999992370605,12,6,5,1,34.2999992370605
"2038",7191022,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,0,0,48.0625,0.948832392692566,-0.0356288067996502,1,0,1,0,0,0,-1.25231790542603,6.25,7,2,0,0,8,18,1,4.80000019073486,6.17142868041992,2.40000009536743,3.34285736083984,5,5,3,13,16.3428573608398,-0.00458616809919477,0.937121987342834,0.553069591522217,1.13587498664856,0.496636688709259,0.807104051113129,0.442097544670105,1.33293950557709,0,8,0,6,21,0,3.59999990463257,7.19999980926514,0,2.69999980926514,14,8,6,0,16.7000007629395
"2039",7191023,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,11,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,1,0,1,0,0,0,-1.02489936351776,12.5,13,3,0,0,11,0,0,6.59999990463257,0,0,1.64999997615814,0,0,0,0,1.64999997615814,0.0696288570761681,1.07628583908081,-0.493421524763107,0.535532474517822,-0.44831857085228,0.97873443365097,-0.388778626918793,0.30342361330986,0,10,0,2,8,0,1.20000004768372,2.7428572177887,0,0.985714316368103,3,2,1,0,3.98571443557739
"2040",7191024,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,0,0,48.0625,0.948832392692566,-0.0356288067996502,0,1,0,0,1,0,0.567030251026154,66.25,67,14,0,6,0,11,0,0,3.77142858505249,0,2.44285726547241,6,6,0,12,14.4428577423096,-0.0519575402140617,0.95526659488678,0.561668038368225,1.12823903560638,0.502819716930389,0.808280408382416,0.450695872306824,1.32698822021484,0,9,18,0,17,5,0,5.82857131958008,12,8.95714282989502,17,9,5,3,25.9571418762207
"2041",7191027,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,6,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,1,0,0,1,0,0,-1.88908970355988,26.2499980926514,27,6,0,0,1,54,2,0.600000023841858,18.5142860412598,4.80000019073486,5.97857189178467,2,3,0,5,10.9785718917847,0.0984318554401398,1.03574049472809,-0.518263697624207,0.569393575191498,-0.461296826601028,1.00714933872223,-0.421684592962265,0.186993211507797,0,12,20,8,35,8,4.80000019073486,12,19.2000007629395,14,12,4,5,3,26
"2042",7191028,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,0,0,48.0625,0.948832392692566,-0.0356288067996502,1,0,1,0,0,0,-0.479094922542572,18.75,19,4,0,0,0,0,0,0,0,0,0,5,4,0,9,9,-0.0246431771665812,0.959059298038483,0.593054056167603,1.09404528141022,0.526583135128021,0.788675844669342,0.47735920548439,1.30714726448059,0,8,24,5,38,10,3,13.0285711288452,24,16.0071430206299,15,7,5,3,31.0071430206299
"2043",7191030,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,8,0,0,48.0625,0.948832392692566,-0.0356288067996502,1,0,0,1,0,0,-0.0697415843605995,39.9999961853027,40,8,0,2,2,28,0,1.20000004768372,9.60000038146973,0,3.20000004768372,5,3,0,8,11.1999998092651,-0.0351985394954681,0.961949050426483,0.579102218151093,1.11024832725525,0.536335349082947,0.774082124233246,0.443421870470047,1.3320380449295,0,10,0,0,27,0,0,9.25714302062988,0,2.31428575515747,10,5,3,2,12.3142852783203
"2044",7191031,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,8,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,1,0,0,1,0,0,-0.2425796687603,32.5000038146973,33,7,0,0,7,5,0,4.19999980926514,1.71428573131561,0,1.47857141494751,3,1,0,4,5.47857141494751,0.0460990965366364,1.09129106998444,-0.500478208065033,0.571786224842072,-0.456970006227493,1.00638544559479,-0.387719213962555,0.302860915660858,0,9,0,7,9,0,4.19999980926514,3.08571434020996,0,1.82142853736877,3,3,0,0,4.8214282989502
"2045",7191033,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,1,0,0,1,0,0,-0.206192702054977,35.0000038146973,36,8,0,0,0,18,0,0,6.17142868041992,0,1.54285717010498,6,6,1,13,14.542857170105,0.0450383834540844,1.09157860279083,-0.534655690193176,0.535763502120972,-0.526327013969421,0.935163676738739,-0.388114482164383,0.303110599517822,0,11,6,2,32,1,1.20000004768372,10.9714288711548,2.40000009536743,5.14285707473755,17,8,5,4,22.1428565979004
"2046",7191034,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,0,0,48.0625,0.948832392692566,-0.0356288067996502,0,1,0,0,0,1,0.98548036813736,91.25,92,19,0,0,0,26,0,0,8.91428565979004,0,2.22857141494751,5,3,3,11,13.2285709381104,-0.0634350478649139,0.942998111248016,0.567778706550598,1.12226486206055,0.509860396385193,0.80559903383255,0.452834606170654,1.32547247409821,0,11,16,0,44,4,0,15.08571434021,9.60000038146973,10.1714286804199,13,6,5,2,23.1714286804199
"2047",7191035,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,12,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,1,0,0,1,0,0,0.11219322681427,46.2499961853027,47,10,0,0,4,0,1,2.40000009536743,0,2.40000009536743,1.20000004768372,6,5,1,12,13.1999998092651,0.0358323752880096,1.0926274061203,-0.528010010719299,0.551681458950043,-0.514887571334839,0.952975749969482,-0.386034667491913,0.301237165927887,0,11,6,0,15,0,0,5.14285707473755,0,2.7857141494751,15,5,6,4,17.7857131958008
"2048",7191037,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,0,1,0,0,1,0,0.294128030538559,52.5,53,11,0,0,8,0,0,4.80000019073486,0,0,1.20000004768372,0,1,0,1,2.20000004768372,0.0306127145886421,1.09204912185669,-0.494154334068298,0.543083012104034,-0.449076443910599,0.989944219589233,-0.386034667491913,0.301237165927887,0,99,0,0,0,0,0,0,0,0,1,1,0,0,1
"2049",7191039,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,12,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,0,1,0,0,1,0,0.430579155683517,61.25,62,13,0,0,8,0,0,4.80000019073486,0,0,1.20000004768372,5,5,1,11,12.1999998092651,0.0267070010304451,1.09104788303375,-0.523433983325958,0.56091696023941,-0.504521369934082,0.967754244804382,-0.386034667491913,0.301237165927887,0,10,2,0,10,0,0,3.42857146263123,0,1.35714292526245,11,4,5,2,12.3571434020996
"2050",7191041,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,12,1,0,54.6052627563477,1.07606565952301,0.0375042073428631,0,1,0,0,0,1,0.821739017963409,78.75,79,16,0,2,8,0,1,4.80000019073486,0,2.40000009536743,2.30000019073486,4,4,0,8,10.3000001907349,0.0154961906373501,1.08538866043091,-0.515586495399475,0.572829246520996,-0.479108512401581,0.997066855430603,-0.392955243587494,0.302585810422897,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051",7191042,719,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,0,0,48.0625,0.948832392692566,-0.0356288067996502,0,1,0,0,0,1,0.98548036813736,90,90,18,0,0,0,13,1,0,4.45714282989502,2.40000009536743,1.71428573131561,5,6,3,14,15.7142858505249,-0.0634350478649139,0.942998111248016,0.55578601360321,1.13357412815094,0.491311132907867,0.80188524723053,0.458117067813873,1.32167053222656,0,11,6,0,18,1,0,6.17142868041992,2.40000009536743,3.64285707473755,17,8,6,3,20.6428565979004
"2052",7201001,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,0,1,0,0,-0.437603384256363,33.673469543457,34,7,0,8,7,34,4,4.19999980926514,11.6571426391602,9.60000038146973,8.36428642272949,5,4,0,9,17.3642864227295,-0.222927808761597,0.954829812049866,0.101493410766125,0.900432288646698,0.108085624873638,0.876450538635254,0.0887677595019341,0.902965843677521,0,11,22,7,60,6,4.19999980926514,20.5714282989502,14.3999996185303,15.2928581237793,10,5,4,1,25.2928581237793
"2053",7201002,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,1,0,0,0,-0.860255897045135,23.469388961792,24,5,0,16,0,37,8,0,12.6857147216797,19.2000007629395,11.9714288711548,3,5,0,8,19.9714279174805,0.262913256883621,1.01540076732635,-0.0852963328361511,1.11779522895813,-0.0807500705122948,1.13390898704529,-0.0792088881134987,1.11663699150085,0,12,22,7,45,8,4.19999980926514,15.4285717010498,19.2000007629395,15.207142829895,10,5,5,0,25.2071418762207
"2054",7201009,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,0,1,0,0,-0.456387937068939,31.6326503753662,32,7,0,6,4,33,6,2.40000009536743,11.3142852783203,14.3999996185303,8.52857112884521,3,5,1,9,17.5285720825195,-0.222579568624496,0.95480614900589,0.101002939045429,0.900710105895996,0.108085624873638,0.876450538635254,0.0881122499704361,0.903315663337708,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055",7201010,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,1,0,0.276209741830826,61.2244911193848,62,13,0,4,8,6,0,4.80000019073486,2.05714297294617,0,2.7142858505249,4,4,0,8,10.7142858505249,0.235561653971672,1.03540945053101,-0.0638328492641449,1.1131409406662,-0.0807500705122948,1.13390898704529,-0.0500874370336533,1.11127507686615,0,10,2,0,16,3,0,5.48571443557739,7.19999980926514,3.67142868041992,9,5,4,0,12.6714286804199
"2056",7201011,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,0,1,0,0,-0.550310730934143,27.5510196685791,28,6,0,18,9,55,7,5.40000009536743,18.8571434020996,16.7999992370605,14.7642850875854,3,5,0,8,22.7642860412598,-0.220862299203873,0.954548478126526,0.0857571139931679,0.903241336345673,0.117369748651981,0.869255483150482,0.0639934688806534,0.900630950927734,0,9,22,25,59,7,15,20.2285709381104,16.7999992370605,18.5071411132812,10,4,6,0,28.5071411132812
"2057",7201012,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,1,0,0,0,-1.06688606739044,15.3061208724976,16,4,0,4,10,28,0,6,9.60000038146973,0,4.90000009536743,2,3,0,5,9.89999961853027,0.268738806247711,1.00818300247192,-0.0619925111532211,1.11188495159149,-0.0601078309118748,1.12079572677612,-0.0568130984902382,1.11535751819611,0,10,18,0,54,6,0,18.5142860412598,14.3999996185303,12.7285709381104,3,3,0,0,15.7285709381104
"2058",7201015,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,1,0,0,0,-0.879040479660034,21.4285736083984,22,5,0,8,1,22,4,0.600000023841858,7.54285717010498,9.60000038146973,6.43571424484253,4,3,3,10,16.4357147216797,-0.215148121118546,0.951783716678619,0.10428237169981,0.898630082607269,0.0991098508238792,0.879131555557251,0.0965742468833923,0.897194683551788,0,10,18,26,69,9,15.6000003814697,23.6571426391602,21.6000003814697,19.7142848968506,10,5,4,1,29.7142848968506
"2059",7201016,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,9,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,1,0,0.304386556148529,64.2857131958008,65,13,0,0,3,43,2,1.79999995231628,14.7428569793701,4.80000019073486,5.33571434020996,7,4,1,12,17.33571434021,0.234970718622208,1.03551852703094,-0.0790456160902977,1.11819982528687,-0.110656596720219,1.12615525722504,-0.058159314095974,1.11595284938812,0,10,20,9,56,7,5.40000009536743,19.2000007629395,16.7999992370605,15.3499994277954,15,6,6,3,30.3499984741211
"2060",7201018,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,0,1,0,0,-0.841471314430237,25.5102043151855,26,6,0,0,0,0,0,0,0,0,0,5,4,0,9,9,0.262398272752762,1.01599645614624,-0.0599624179303646,1.11032319068909,-0.0878656953573227,1.1345808506012,-0.0417472831904888,1.10345888137817,0,11,0,0,18,3,0,6.17142868041992,7.19999980926514,3.34285712242126,14,8,5,1,17.3428573608398
"2061",7201021,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,0,0,1,0,-0.165227338671684,50,50,10,0,4,16,0,0,9.60000038146973,0,0,3.40000009536743,3,4,0,7,10.3999996185303,-0.228154793381691,0.954133927822113,0.123234450817108,0.876701354980469,0.127040103077888,0.857235968112946,0.109361387789249,0.881509304046631,0,10,0,6,7,0,3.59999990463257,2.40000009536743,0,1.5,7,4,3,0,8.5
"2062",7201022,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,11,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,0,1,1.91985833644867,95.9183654785156,96,20,0,24,32,69,10,19.2000007629395,23.6571426391602,24,22.7142868041992,7,5,1,13,35.7142868041992,0.206810921430588,1.00907349586487,-0.127487450838089,1.08452773094177,-0.118945360183716,1.11959338188171,-0.118296153843403,1.08181869983673,0,12,24,33,70,8,19.7999992370605,24,19.2000007629395,21.75,19,8,8,3,40.75
"2063",7201026,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,1,0,-0.099481388926506,52.0408172607422,53,11,0,0,0,22,1,0,7.54285717010498,2.40000009536743,2.48571443557739,5,5,0,10,12.4857139587402,0.243814453482628,1.03221952915192,-0.0678530856966972,1.11537551879883,-0.0951835885643959,1.13353443145752,-0.0493855178356171,1.11073863506317,0,10,22,16,22,5,9.60000038146973,7.54285717010498,12,12.7857141494751,15,8,5,2,27.7857131958008
"2064",7201027,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,0,10,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,1,0,0,0,-1.43318486213684,7.14285373687744,8,2,0,4,10,31,5,6,10.6285715103149,12,8.15714263916016,5,4,1,10,18.1571426391602,-0.206510305404663,0.940122842788696,0.0991338193416595,0.901660025119781,0.0991098508238792,0.879131555557251,0.0895964279770851,0.902493476867676,0,9,22,10,36,6,6,12.3428573608398,14.3999996185303,13.6857147216797,11,5,6,0,24.6857147216797
"2065",7201029,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,10,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,1,0,0.266817450523376,58.1632652282715,59,12,0,0,0,28,0,0,9.60000038146973,0,2.40000009536743,4,3,0,7,9.39999961853027,0.235759377479553,1.03536903858185,-0.0608642660081387,1.11104023456573,-0.0737848877906799,1.13147413730621,-0.0491223484277725,1.11053192615509,0,11,12,0,43,0,0,14.7428569793701,0,6.68571424484253,8,3,5,0,14.6857147216797
"2066",7201030,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,8,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,0,1,0,0,1,0,0.482839852571487,68.3673477172852,69,14,0,22,32,70,8,19.2000007629395,24,19.2000007629395,21.0999984741211,7,6,1,14,35.0999984741211,-0.242049381136894,0.944579184055328,0.0513407289981842,0.857096374034882,0.064955048263073,0.843349516391754,0.040080402046442,0.863043546676636,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067",7201031,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,8,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,0,1,0,0,-0.315503776073456,41.8367309570312,42,9,0,18,11,69,6,6.59999990463257,23.6571426391602,14.3999996185303,15.66428565979,4,5,0,9,24.66428565979,0.248893067240715,1.02890062332153,-0.0968529731035233,1.11370050907135,-0.0878656953573227,1.1345808506012,-0.0916880965232849,1.11021053791046,0,8,24,34,70,6,20.3999996185303,24,14.3999996185303,20.7000007629395,11,4,6,1,31.7000007629395
"2068",7201033,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,10,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,0,1,1.68505144119263,90.8163299560547,91,19,0,16,26,67,7,15.6000003814697,22.9714279174805,16.7999992370605,17.8428573608398,4,3,1,8,25.8428573608398,0.210248351097107,1.01741290092468,-0.0998619645833969,1.11196947097778,-0.0807500705122948,1.13390898704529,-0.0994487479329109,1.10392081737518,0,11,24,36,70,8,21.6000003814697,24,19.2000007629395,22.2000007629395,16,7,6,3,38.2000007629395
"2069",7201036,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,10,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,0,1,0,0,-0.484564781188965,29.5918350219727,30,6,0,0,3,34,1,1.79999995231628,11.6571426391602,2.40000009536743,3.9642858505249,5,4,0,9,12.9642858505249,-0.222060292959213,0.954753279685974,0.114989057183266,0.888279139995575,0.108085624873638,0.876450538635254,0.106930918991566,0.885076642036438,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070",7201037,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,9,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,1,0,0,0,-0.944786429405212,19.3877582550049,20,4,0,0,0,47,3,0,16.1142864227295,7.19999980926514,5.82857131958008,5,5,0,10,15.8285713195801,0.265260100364685,1.01259732246399,-0.0755307525396347,1.11782348155975,-0.0951835885643959,1.13353443145752,-0.0596855357289314,1.11654162406921,0,10,10,20,45,7,12,15.4285717010498,16.7999992370605,13.5571432113647,10,5,5,0,23.5571441650391
"2071",7201038,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,8,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,0,1,0,0,1,0,0.163502395153046,56.1224479675293,57,12,0,12,2,59,3,1.20000004768372,20.2285709381104,7.19999980926514,10.1571426391602,5,6,0,11,21.1571426391602,-0.234931990504265,0.950701832771301,0.0903661176562309,0.903759956359863,0.0903725400567055,0.877391338348389,0.0816823691129684,0.905610322952271,0,12,20,26,70,6,15.6000003814697,24,14.3999996185303,18.5,7,5,2,0,25.5
"2072",7201039,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,10,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,0,1,0,0,-0.343680620193481,35.7142868041992,36,8,0,0,3,4,0,1.79999995231628,1.37142860889435,0,0.79285717010498,3,3,0,6,6.79285717010498,0.249574527144432,1.02838575839996,-0.0549933761358261,1.10568332672119,-0.0669205263257027,1.12716591358185,-0.0441868305206299,1.10607862472534,0,10,0,14,32,2,8.39999961853027,10.9714288711548,4.80000019073486,6.04285717010498,8,4,4,0,14.042857170105
"2073",7201041,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,11,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,0,1,0,0,-0.315503776073456,40.8163261413574,41,9,0,10,0,50,2,0,17.1428565979004,4.80000019073486,7.98571395874023,7,4,1,12,19.9857139587402,0.248893067240715,1.02890062332153,-0.0853307545185089,1.11778926849365,-0.110656596720219,1.12615525722504,-0.0664185211062431,1.11808681488037,0,12,14,0,51,4,0,17.4857139587402,9.60000038146973,10.2714290618896,16,9,6,1,26.2714290618896
"2074",7201042,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,10,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,0,1,0,0,1,0,0.511016666889191,70.4081649780273,71,15,0,22,0,49,4,0,16.7999992370605,9.60000038146973,12.1000003814697,5,6,0,11,23.1000003814697,-0.242704346776009,0.943902015686035,0.0848008841276169,0.902987599372864,0.0903725400567055,0.877391338348389,0.0741498097777367,0.905589401721954,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075",7201043,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,12,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,0,1,2.03256559371948,98.9795913696289,99,20,0,24,38,56,8,22.7999992370605,19.2000007629395,19.2000007629395,21.2999992370605,7,3,3,13,34.2999992370605,0.205237805843353,1.00439465045929,-0.123203955590725,1.09008026123047,-0.118945360183716,1.11959338188171,-0.112573973834515,1.08952403068542,0,13,24,38,55,3,22.7999992370605,18.8571434020996,7.19999980926514,18.2142848968506,16,7,6,3,34.2142868041992
"2076",7201044,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,10,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,0,1,0,0,0,1,0.90549236536026,80.6122436523438,81,17,0,4,2,40,7,1.20000004768372,13.7142858505249,16.7999992370605,8.9285717010498,4,7,2,13,21.9285717010498,-0.252371668815613,0.931938886642456,0.0881471708416939,0.903654336929321,0.073356956243515,0.859970927238464,0.0865216702222824,0.904076159000397,0,11,22,5,70,6,3,24,14.3999996185303,15.8500003814697,15,5,8,2,30.8500003814697
"2077",7201046,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,9,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,1,0,0,0,-1.24533927440643,9.18367481231689,10,2,0,8,14,67,7,8.39999961853027,22.9714279174805,16.7999992370605,14.042857170105,5,6,0,11,25.0428581237793,-0.209302306175232,0.945121884346008,0.0793048441410065,0.900518655776978,0.0903725400567055,0.877391338348389,0.0667288154363632,0.902548730373383,0,10,21,24,70,9,14.3999996185303,24,21.6000003814697,20.25,12,7,5,0,32.25
"2078",7201049,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,6,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,0,1,0.961845993995667,84.6938781738281,85,17,0,6,1,0,0,0.600000023841858,0,0,1.64999997615814,3,2,0,5,6.65000009536743,0.22220353782177,1.03285944461823,-0.0546719692647457,1.10534155368805,-0.0601078309118748,1.12079572677612,-0.0468199253082275,1.10859215259552,0,7,0,8,0,0,4.80000019073486,0,0,1.20000004768372,8,3,5,0,9.19999980926514
"2079",7201050,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,10,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,1,0,0,0,-1.55528450012207,1.02040767669678,2,1,0,6,8,29,0,4.80000019073486,9.94285678863525,0,5.18571424484253,4,4,0,8,13.1857147216797,-0.204768672585487,0.9362513422966,0.11429139226675,0.889116168022156,0.117369748651981,0.869255483150482,0.101757280528545,0.891757607460022,0,9,22,0,50,4,0,17.1428565979004,9.60000038146973,12.1857147216797,9,7,2,0,21.1857147216797
"2080",7201051,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,8,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,1,0,0.651900827884674,74.4897994995117,75,15,0,24,24,70,9,14.3999996185303,24,21.6000003814697,21,7,6,3,16,37,0.227984488010406,1.03537046909332,-0.131500586867332,1.07891190052032,-0.147087648510933,1.08522009849548,-0.111389063298702,1.09101247787476,0,8,24,34,70,10,20.3999996185303,24,24,23.1000003814697,17,7,7,3,40.0999984741211
"2081",7201052,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,8,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,0,1,0,0,0,1,2.03256559371948,97.9591827392578,98,20,0,20,30,70,9,18,24,21.6000003814697,20.8999996185303,6,5,2,13,33.9000015258789,-0.286261320114136,0.866002082824707,0.0546769723296165,0.865398645401001,0.073356956243515,0.859970927238464,0.0408402755856514,0.864881038665771,0,9,18,26,70,7,15.6000003814697,24,16.7999992370605,18.5999984741211,18,8,7,3,36.5999984741211
"2082",7201054,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,11,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,0,1,0,0,0,1,0.802177309989929,76.5306091308594,77,16,0,21,3,68,7,1.79999995231628,23.3142852783203,16.7999992370605,15.7285709381104,3,3,2,8,23.7285709381104,-0.249746486544609,0.935534656047821,0.0830159783363342,0.902376353740692,0.117369748651981,0.869255483150482,0.0603493489325047,0.897377192974091,0,12,22,8,67,9,4.80000019073486,22.9714279174805,21.6000003814697,17.8428573608398,19,9,7,3,36.8428573608398
"2083",7201055,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,9,0,0,56.5476188659668,1.02257561683655,0.233944475650787,1,0,0,1,0,0,-0.334288328886032,38.7755088806152,39,8,0,24,13,68,8,7.80000019073486,23.3142852783203,19.2000007629395,18.5785713195801,7,6,0,13,31.5785713195801,0.249346688389778,1.02855956554413,-0.115304715931416,1.0991016626358,-0.118945360183716,1.11959338188171,-0.102151371538639,1.10133647918701,0,10,24,38,70,9,22.7999992370605,24,21.6000003814697,23.1000003814697,21,9,9,3,44.0999984741211
"2084",7201056,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,7,1,0,44.0408172607422,0.943735897541046,-0.22458653151989,1,0,1,0,0,0,-1.06688606739044,14.2857131958008,15,3,0,0,6,62,4,3.59999990463257,21.2571430206299,9.60000038146973,8.61428642272949,4,6,1,11,19.6142864227295,-0.212083429098129,0.948858082294464,0.0948458015918732,0.903179943561554,0.0903725400567055,0.877391338348389,0.0877707153558731,0.903489530086517,0,8,24,14,56,8,8.39999961853027,19.2000007629395,19.2000007629395,17.7000007629395,12,6,6,0,29.7000007629395
"2085",7201057,720,"BUTERE/M",0,"BUTERE","BUTERE WEST",0,0,1,7,0,0,56.5476188659668,1.02257561683655,0.233944475650787,0,1,0,0,1,0,0.398309350013733,66.326530456543,67,14,0,2,38,69,7,22.7999992370605,23.6571426391602,16.7999992370605,16.3142852783203,8,5,1,14,30.3142852783203,0.233027756214142,1.03575146198273,-0.111772149801254,1.10261356830597,-0.127709656953812,1.11083424091339,-0.0939681604504585,1.10853934288025,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
